"Htno","Subcode","Subname","Grade","Credits"
"19JK1A0541","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0541","R19HS1101","ENGLISH","D","3"
"19JK1A0541","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0541","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0542","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0542","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0542","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0542","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0542","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0542","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0542","R19HS1101","ENGLISH","B","3"
"19JK1A0542","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0542","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0543","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0543","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0543","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0543","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0543","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0543","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0543","R19HS1101","ENGLISH","B","3"
"19JK1A0543","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0543","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0544","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0544","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0544","R19BS1107","APPLIED CHEMISTRY LAB","B","1"
"19JK1A0544","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0544","R19ES1105","IT WORKSHOP","A","1"
"19JK1A0544","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0544","R19HS1101","ENGLISH","D","3"
"19JK1A0544","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0544","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0545","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0545","R19BS1106","APPLIED CHEMISTRY","A","3"
"19JK1A0545","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0545","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0545","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0545","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0545","R19HS1101","ENGLISH","C","3"
"19JK1A0545","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0545","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0546","R19BS1101","MATHEMATICS-I","ABSENT","0"
"19JK1A0546","R19BS1106","APPLIED CHEMISTRY","ABSENT","0"
"19JK1A0546","R19BS1107","APPLIED CHEMISTRY LAB","ABSENT","0"
"19JK1A0546","R19ES1103","ENGINEERING DRAWING","ABSENT","0"
"19JK1A0546","R19ES1105","IT WORKSHOP","ABSENT","0"
"19JK1A0546","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","ABSENT","0"
"19JK1A0546","R19HS1101","ENGLISH","ABSENT","0"
"19JK1A0546","R19HS1102","ENGLISH LAB","ABSENT","0"
"19JK1A0546","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0547","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0547","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0547","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0547","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0547","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0547","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0547","R19HS1101","ENGLISH","B","3"
"19JK1A0547","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0547","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0548","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0548","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0548","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0548","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0548","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0548","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0548","R19HS1101","ENGLISH","C","3"
"19JK1A0548","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0548","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0549","R19BS1101","MATHEMATICS-I","ABSENT","0"
"19JK1A0549","R19BS1106","APPLIED CHEMISTRY","ABSENT","0"
"19JK1A0549","R19BS1107","APPLIED CHEMISTRY LAB","ABSENT","0"
"19JK1A0549","R19ES1103","ENGINEERING DRAWING","ABSENT","0"
"19JK1A0549","R19ES1105","IT WORKSHOP","ABSENT","0"
"19JK1A0549","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","ABSENT","0"
"19JK1A0549","R19HS1101","ENGLISH","ABSENT","0"
"19JK1A0549","R19HS1102","ENGLISH LAB","ABSENT","0"
"19JK1A0549","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0550","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0550","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0550","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0550","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0550","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0550","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0550","R19HS1101","ENGLISH","D","3"
"19JK1A0550","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0550","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0551","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0551","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0551","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0551","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0551","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0551","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0551","R19HS1101","ENGLISH","C","3"
"19JK1A0551","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0551","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0552","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0552","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0552","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0552","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0552","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0552","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0552","R19HS1101","ENGLISH","B","3"
"19JK1A0552","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0552","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0553","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0553","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0553","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0553","R19ES1103","ENGINEERING DRAWING","D","2"
"19JK1A0553","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0553","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0553","R19HS1101","ENGLISH","D","3"
"19JK1A0553","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0553","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0554","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0554","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0554","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0554","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0554","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0554","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0554","R19HS1101","ENGLISH","D","3"
"19JK1A0554","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0554","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0555","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0555","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0555","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0555","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0555","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0555","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0555","R19HS1101","ENGLISH","A","3"
"19JK1A0555","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0555","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0556","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0556","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0556","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0556","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0556","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0556","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0556","R19HS1101","ENGLISH","A","3"
"19JK1A0556","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0556","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0557","R19BS1101","MATHEMATICS-I","ABSENT","0"
"19JK1A0557","R19BS1106","APPLIED CHEMISTRY","ABSENT","0"
"19JK1A0557","R19BS1107","APPLIED CHEMISTRY LAB","ABSENT","0"
"19JK1A0557","R19ES1103","ENGINEERING DRAWING","ABSENT","0"
"19JK1A0557","R19ES1105","IT WORKSHOP","ABSENT","0"
"19JK1A0557","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","ABSENT","0"
"19JK1A0557","R19HS1101","ENGLISH","ABSENT","0"
"19JK1A0557","R19HS1102","ENGLISH LAB","ABSENT","0"
"19JK1A0557","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0558","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0558","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0558","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0558","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0558","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0558","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0558","R19HS1101","ENGLISH","B","3"
"19JK1A0558","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0558","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0559","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0559","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0559","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0559","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0559","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0559","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0559","R19HS1101","ENGLISH","B","3"
"19JK1A0559","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0559","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0560","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0560","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0560","R19BS1107","APPLIED CHEMISTRY LAB","B","1"
"19JK1A0560","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0560","R19ES1105","IT WORKSHOP","A","1"
"19JK1A0560","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0560","R19HS1101","ENGLISH","F","0"
"19JK1A0560","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0560","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
